,DATE,AUTHOR,TEXT,FAVORITE,YEAR,MANUFACTURER,MODEL,LABEL
4569,10/10/2007,N.A.,"After extensive research (a must being an engineer) and looking and test driving multiple cars, I settled on this model. It gives you all the extras you want with a reasonable price. The design is amazing, and fun to drive. I owned a 99 Honda EX Coupe and it was noisy on the highway. This one, however, it was really quiet. Inside is very spacious and comfortable. Would definitely recommend.",Two tier system. Radio. Controls. Outside design. Cup holders. Ability to switch between MPH to KPH easily. Seats. Airbags and ABS.,2008,honda,civic,5
2848,01/23/2008,G35S Owner,"I needed a reliable, sporty, family-friendly car to replace my Audi S4 (which I loved), from a local dealership, and had ruled out the repair-prone German imports, at least for this purchase cycle. This car fits the bill. Reliable. Stylish. Excellent performer. Unbeatable technology. Great buying and dealership experience. Highly recommended.","Styling, especially interior, feature rich and easy to use navigation/audio system (hard drive, CompactFlash, iPod, AV, 1 and 6 disc CD), rear camera, keyless entry and start/stop, seats, and, of course, the amazing engine and great 6-speed transmission.",2008,infiniti,g35,5
15443,06/29/2006,Portia,"It's the most fun car to drive and the fuel economy is amazing. I gave it a 9 in comfort because power locks and windows should be standard. This is my first Toyota, and I will buy another when this commuter, is done. I drive an average of 30K a year, and it was my parents, Toyota Camry with 340K miles that made my decision to look at the Yaris.","The AM&FM, CD with auto level sound was a feature that I thought was only for luxury cars.",2007,toyota,yaris,5
23272,05/19/2007,Margaret,"I've only had it for a little over a week but so far loving it. The only negative is the fuel economy. My kids love the dual moonroof and the DVD player. I love the way it handles. I loved my Honda Odyssey but I was ready to not have a ""Mommy Mobile"" and this fits the bill. I still have room to cart around my children's friends without having to drive a van. I have never purchased American but so far so good. I was also deciding between Mazda CX-9 and Acadia and after talking to my mechanic he pushed me to the GMC. He said Mazda parts are hard to get and American made vehicles have come a long way over the last several years.","My favorites are the rear parking assist, and my chidren's favorite is the DVD player.",2007,gmc,acadia,4
4239,09/06/2008,Wayne,"Purchased first Honda car after years of owning Corollas. Was looking for a four door with more power, and great gas mileage. Purchased the car due to its many performance, safety features and its low price. I am satisfied with the vehicles performance, and have been getting 30 mpg. I could use more room in the front seat, but I am 6'3'' 250 lbs. Car has many blind spots. Overall, it seems to be a solid car, nice combination of ride/ handling. Easily accelerates to highway speeds. Peace of mind with the standard side curtain air bags. The interior dash is different but a nice change.","Drivetrain, gas mileage, 4 door versatility, predicted reliability.",2008,honda,civic,4
16532,12/11/2006,Donald,"This is the most versatile vehicle available in the market segment, We have six of them for our sales people. a 2004,(2)2005,(2)2006 and a 2007 we take the rear seats out and you can fit so much more equipment in them than our two Highlanders,We deliver equipment to construction sites so the all-wheel drive comes in handy as well, I like the new instrument illumiation over the others as well as the vehicle stability control,new seat belt location and side curtian air bags.","fuel economy (much better than our Astro vans) All-wheel drive, VSC painted plastic panels, reliabilty",2007,honda,element,4
6674,05/26/2008,YANKEE51,"I have been looking for a car for the past year. Looked at Audis, Benzes, Lexus, Infiniti, Hondas, Toyotas and finally Nissan. I was leaning toward the Accord coupe V6 but when I saw the Altima coupe in precision grey, I was hooked. I got mine fully loaded and I can't believe all the looks and double takes this car receives. This car makes me want to leave work early just to drive and park around a group of people just for the comments.","Looks, power, nav/back up camera, XM radio",2008,nissan,altima,5
4420,05/28/2009,Laura,"I commute 120 miles a day, so gas mileage was of paramount importance. I have always owned Hondas and loved them-except for this one. The passenger/driver sun visors have broken 3 times. The paint is blistering and peeling off the bumpers. The windshield is VERY long, prone to cracking and the sun visor will take up what little cargo space there is. The rear child tethers are so close to the seat, you cannot use them. I was informed today the brakes need replacing every 20-25,000 miles since all the 2008 have a new brake system to eliminate braking noise that results in 1/2 the usual brake life. I'd rather have the noise...and a different car. $300 every 8 months is pricey.",Excellent gas mileage-30-33 mpg.,2008,honda,civic,2
13565,04/04/2008,Tony,"Great vehicle. I always wanted a Mini but needed to be able to transport my two boys in the back. The Clubman was the answer. Excellent pick-up; excellent grip; great 6 speed tranny; and you gotta love the barn doors in back. Gas mileage is, of course, great; 28 city and 33 highway. The ride is also much more secure and settled on the hwy with the longer wheelbase vs the Cooper coupe.","The sport package/S engine combo; slick 6 spd; the looks (lightning blue with silver C pillars); cool barn doors; helpful 3rd door; Double pane sunroof; the MINI experience, tough to describe unless you're an owner!",2008,mini,cooper clubman,5
1792,12/09/2007,Mike Lowery,"I'm in the military and bought this through the on post car sales and I've only been driving it about a month and some change. But so far I really enjoy the vehicle like said earlier dosen't have a lot of off the line power but it has more HP than the average 4 banger, especially considering the last 4 banger I drove was in 94. Anyway all around I personally think its a great deal and the test drive is what took me to this over the Dodge Nitro. Not as flashy but rides smoother and dosen't have a huge parking brake right beside your thigh, that's just my opinion though go test drive it yourself see how you like it versus these reviews","Good mileage, able to transit friends comfortably, decent radio and speakers surprised me especially for a stock system",2008,jeep,patriot,4
22621,03/26/2007,McDougald,"I'm 6'3"" tall and the Prius is big enough for me. It is comfortable and fun to drive. So far I'm averaging 48 miles per gallon, doing mostly city driving.","Comfortable seating, quietness, and a sensational audio system help make the Prius exceptional.",2007,toyota,prius,4
17253,10/01/2007,Mike Summes,"This truck is a typical well built, reliable vehicle from Toyota. I just got out of a full size P/U and I'm confident this 07 Tacoma will perform as well or better than my full size one.","Manuverability, reputation and quality that seems to be built into every Toyota made.",2007,toyota,tacoma,4
23278,04/30/2007,Chris,"I was very concerned buying a new GM vehicle after owning a Honda Pilot for the last 4 yrs, and picked this over the new MDX. This vehicle is much quieter on the hiway, is larger inside, more HP, and same gas mileage as the Pilot. Love the dark carpets even with the taupe leather, very comfy seats and hidden receiver hitch, chrome door handles. Wish I could've purchased front moonroof only. Tranny can't decide which gear to pick on hills at hiway speed, nature of the 6 speed beast. Highly recommend backup sensors due to small tailgate window.","Exterior styling looks great, as does interior! Huge interior simular to minivan, sliding captain's chairs offer lots of leg room, console storage, head rests that you can actually rest your head on. Effortless steering and feel for such a large vehicle.",2007,gmc,acadia,3
9842,03/27/2008,billd100,Only had it a month. Mileage in mixed driving is 32 mpg. I got the Deluxe package which provides for better handling. Amazed at the standard equipment on such an economy car. Car is comfortable and roomy and I like it much better than most of the others in its class. It drives similarly to the VW Golf we rented in England a few years back. Don't care for the Pirelli P6 tires as we live where it gets cold and the traction in snow and ice is less than desirable.,"Seats, gas mileage, handling, price (what a bargain!), build quality (not a squeak or rattle anywhere), made in USA.",2008,ford,focus,4
22286,05/12/2006,SJ,BTW.. Love the car. Feels heavy car to drive. Kind of like a cadillac. Kids love it. Averaged 42 MPG on the 45 mile trip back from the dealership. It is really cool that the engine shuts off.,"1. Driver's seat- very comfortable. 2. No to a minimum road noise. 3. Drives & feels like Cadillac STS on the highway (Of all the cars I have driven, this is what came out of my mouth spontaneously when I took the car on the highway the 1st time). 4. Bluetooth enabled. 5. Aux in for sound.",2007,toyota,camry hybrid,5
11421,04/04/2009,jln,"I bought this vehicle with 20,000 miles on it. As a person finishing up college, I was looking for something reliable and affordable yet still stilish and interesting. Fuel consumption is amazing- I took a 300 mile trip at around 75 mph speeds and used only 1/2 tank of gas. I look for any reason to drive this car! The 4 cylinder engine isn't dissappointing- it delivers adequate acceleration and plenty of power for me. The speakers are great, love the light grey interior, and although the seats are a little uncomfortably firm, I am adjusting. This isn't a luxury car but it's reasonably priced, gets a ton of compliments, and is a pleasure to operate, plus the fuel economy is great.",Sliding arm rest- good for us short people. The auxillary outlet is nice for connecting an mp3 player. Huge trunk and backseat is roomy enough for riding with friends and taking trips. Built in sirrius satellite radio. Auto down driver's window.,2008,dodge,avenger,5
5753,11/21/2007,ILRogue,"So far, the Rogue ownership experience has been positive. Comfortable ride, ample space for 2 adults and 3 kids. Good room in the back. Nice features and price points, which allows you to select how high or low you want to go in the features vs. price debate. The i-AWD feature is great for wet pavement - one can only hope for the same in the snow. Reliability is yet to be determined (too new).",Comfortable seating and good height options. Bose sound system and MP3 capability. Keyless entry/ignition is wonderful.,2008,nissan,rogue,4
629,10/15/2008,F. J. WULFF,"The 2008 CXL is an excellent sedan, with high mechanical reliability. It has adequate power, very comfortable, the design is most attractive and is a pleasure to drive. If you want a special long distance traveling vehicle, consider the Lucerne, it is comfortable and reliable.","Attractive design, logically arranged guages and controls, excellent finishes, and very good handling.",2008,buick,lucerne,5
1180,08/04/2008,tyetrumpet84,"This is an excellent car. I am a single mom with 2 young kids in car seats and I love my CR-V. I had a 98 2- door Honda civic and I needed to get a more ""Family Friendly"" car with 4 doors for my kiddos. I don't regret it one bit. My civic had 205,000 miles and I never had a problem with it so of course I would want to go with another Honda. This is made for moms. I looking at a used Chevy Equinox due to the fact I didn't think I could afford this car but the dealership was great. It is fun to drive and I get excellent gas mileage.",Gas per mileage feature. It makes you a better driver.,2008,honda,cr-v,5
5689,04/16/2008,Cberg,"I traded in an older loaded Jeep Grand Cherokee for this & thought I'd miss the space but haven't had the first regret. I got mine loaded so the gadget factor is really fun! I didn't know how bluetooth worked so having it shut off my music for an incoming call is great-no more missed calls(and mic picks up my tot's voice in back great)! I love not having to deal with keys at all since I have a toddler. Love the Bose sound system but above all, love the ride! The drive is very smooth with CVT, once you're at speed it's SUPER quiet.. turn on jazz or classical for a great experience. It hugs the road too - didn't realize how bouncy the truck frame on my Jeep was. Avg'd 25 mpg. 10 stars!","Bluetooth, XM radio, keyless entry, Bose sound, traction control, safety features (airbag curtain & sensor in the front), smooth ride, gas mileage (have averaged 25 mpg for last 300 miles & engine isn't broken in yet), sunroof, leather, mp3 jack, 6 cd changer, (so cute w/moonroof visor & roof rack!).",2008,nissan,rogue,5
10992,05/30/2007,Nate,"This is a great, fun car. The GTS model with all the toys is the one you want. The GPS navigation is easy to use, the Bluetooth is a great convenience, the 18 inch wheels give this car a fantastic look. I just wish this car, the GTS variant that is, was given more power and I do agree with another reviewer that it should be about 10-20 more horses. Despite that, the car handles greatly thanks to a solid chassis that also is begging for more power. Honestly, with the Electric Blue Pearl color, I am also getting thumbs up everywhere I go.","The GPS, the Bluetooth, smooth ride, factory rims, the handling, and the smooth shifter.",2008,mitsubishi,lancer,4
9753,05/01/2008,Mary Lou,"So far I like the car, very sporty. Rides and handles nice, good pick up for a 4 cylinder. Good visibility, no obstructions, can see very well even with spoiler.","I like the wheels, power mirrors, 6 disc CD changer and nice size glove box. Also the controls on the steering wheel are convenient. The temperature indicator and compass is neat too.",2008,mazda,mazda6,4
412,05/29/2008,Patrick,"I have the vivid red SX4 Sedan w/ conv & auto. I've owned over 150 cars in my life. New, used, old, big & small. This car really takes the cake for value, comfort, looks, performance, etc. I could go on and on. (Okay, I will!) I am 6' 350lbs and I fit! No tipping the head to get in or reach out and close door. (Big guys know what I mean.) I can easily open the door in the parking garage and slip in and out since the doors are so short. Glass everywhere. Feels like a greenhouse. Tall seating feels like you're in an SUV. Handles excellent. Easy to drift if you want. Sharp appearance. Beats Toyo, Nissan, Subies and most other small cars in the looks, ride and standards department.","That I can fit! Short doors, room for 5. Huge trunk. Sporty appearance without having to spend more at the aftermarketers house.",2008,suzuki,sx4,5
15106,04/20/2007,Matthew Everett,"I traded my 06 TL for the more attractive looking TSX and am happy I did. The TSX has everything I liked about the TL, and more importantly, it doesn't have the things I didn't like about the TL. It is quicker off the mark, handles better, better mileage (not by much though), and it was made in Japan. I really hated the mapholders on the TL, but they are gone (sort of) in the TSX. Also the rear end of the TSX is much more attractive.The TL was of course quieter, but I am always playing something in the audio system, which actually sounds better in the TSX than the TL. All in all I am happier with the TSX than the TL. Be sure to test drive both.","Quick, handles great, sporty.",2007,acura,tsx,5
9721,09/20/2009,Rich,"I like my Mazda. Bought it new, and now at 14k miles, having some problems. Warped front rotors, squeaking belts, steering clunk, transmission hesitant to go in gear from reverse to drive. The clunk happens mostly at low speeds, and comes from the passenger front. The tranny problem is not too good. It goes into gear when it is good and ready. It is a fun car to drive (handling) but the auto trans seems to always try to be in top gear so I am turning fewer revs. Do I really need to be in 5th gear while driving 35, turning 1800 revs? That's why I usually go 'manual' around town. It shifts to higher gears too quickly.","Handles great, looks good, A/C is pretty strong, stereo is ok for stock, seats are very comfy, red dash at night is easy on the eyes.",2008,mazda,mazda6,4
7289,05/14/2007,Bob Crane,"I owned a Honda CRV but didn't like the driving. So, I checked out Ford Escape and loved it during the test drive. The driving was completely different from my old CRV. I felt I was so miserable driving the CRV. Now I'm more than happy with my Escape. The fuel economy is as good as CRV. I don't know why people say Japanese cars have better fuel economy than domestics. The fit and finish is awesome, too. I'm 6'2"", but still snug enough in my Escape. Oh, by the way, it's much much quieter than the old CRV, and even my friend's new CRV or RAV4 I've driven. My friends envy me and tells me as soon as their CRV, RAV4 lease expires, they buy Escape",Exterior design. It doesn't look like a compact SUV. The smooth and fun driving. Great fuel economy.,2008,ford,escape,4
20632,06/16/2006,kwachong,"This Entourage minivan is the best qualtity car I have ever driven. I have driven BMW 3 series. Actually I am more satisfied than BMW in its comfort, brake, manuvering on the street, in all the matters in drving.",enough standard options,2007,hyundai,entourage,5
6471,10/17/2008,Ron R,We absolutely love this car. Our previous vehicle was a Ford Explorer so it's been quite a change. Once all the comparisons were made in this class the Aura impressed us the most.We live in a hilly region so our gas mileage is only about 34 mpg hwy but still twice as high as our old Explorer.We just finished a 10 hour drive on our world famous Cabot Trail and this car stuck to the curves like glue.From a dead stop the 4 cylinder is a bit sluggish (not for the lead footed drivers) but has more than enough power to pass anything on the highway. At over 6 feet tall it is true that getting into this car takes some getting used to but once inside the fit and finish is the best bar none.,"Love the interior and exterior design. Also enjoy the light show on start up as well as the ambient lighting at night. Satellite radio, Onstar, remote start and sunroof are nice touches as well. Another favorite feature of this car is that it is so rare to see one since it is only 2 years old.",2008,saturn,aura,5
6478,09/05/2008,Edwin Cousins,"Got this car early in the market, and still get compliments and heads double looking. I often don't know what to say in response to the compliments since I wasn't the one to design it. The combination of power, fuel economy, styling is perfect. Plenty of room(I'm 6'2""). The dashboard info and interior accent lighting one would expect on a $10 - $15,000 higher priced car. I love this car so much that this will be the first time I repeat-buy on a vehicle, and I'm a former Honda owner. Move out the way I'm coming to get a 2009 Aura!",Power with wheels to match. Leather two-tone comfortable seats. Side turn signal markers for extra safety.,2008,saturn,aura,5
6104,11/15/2007,Dallassite,"I've had my 2008 Hybrid for about 2 months. I avg'ed 33.5 mpg for first few tanks; last tank 35.6 mpg. I drive pretty quick. Mix of city/suburban/freeway driving. I'm 6'3"" and I am very comfortable driving. It is quiet, surprisingly quick and really a nice car.",Smooth and quick. Comfortable power driver's seat.,2008,toyota,camry hybrid,4
19907,02/29/2008,Milesy,"Nice h.p. and lrg. brakes,and love the look, but terrible mpg (11). Useless in four wheel drive in deep snow and mud with the limited slip rear end.You need, and should be able to have, all four tires digging at the same time. And why would you go from a sturdy 6 bolt hub, down to a 5 bolt. The VSC system, and transmission command system doesn't work correctly in cold climates, such as where I live in Maine.","Horse power, pulling capacity, lrg. brakes, and overall looks.",2007,toyota,tundra,3
11623,05/30/2009,Craig,"Purchased this SUV after having a 4 cyl 5 speed Sante Fe for 4 years & was quite happy with both service & reliability with Hyundai vehicles. Was looking for something comparable & found the 4 cyl 5 speed Tucson surprisingly similar to drive. Handles very well in the city with great gas mileage. Having purchased a front-wheel drive, a good set of snow tires handled winter driving in the snow well. The highway driving is very good but the engine works harder on hills with 4 passengers and a full load, which is to be expected. Interior noise is surprisingly quiet for a hard working engine as well as very smooth handling. Recommend this vehicle with anyone with kids.Trunk space is a minimum","Low noise interior, Good road handling in all weather conditions. Recommend 5speed with a 4 cylinder. Excellent city driving & good highway driving.",2008,hyundai,tucson,5
1302,09/02/2008,DG,"Love the ride of this product. Upgraded stereo system is outstanding. Very comfortable seating for 7 and plenty of storage behind 3rd seats without folding down. 0% financing was huge. Lots of thought put into functionality like hooks for grocery bags, storage compartments, cup holders, separate climate controls for rear seating. Lots of 110 outlets, sunshades, etc. Only drawback is steering is very soft. When passing I have to remember to give a little extra room because there's a lot of play. Also not XM or Sirius ready. It's capable but you have to purchase a $550 aftermarket kit. Then the antenna wire shows in the back on the outside. Engine loud when passing on highway.","Navigation, bluetooth, stereo system, soft ride, storage, power sliding doors and liftgate, power fold 3rd row seats.",2008,toyota,sienna,4
4664,07/07/2008,Dave Carcaise,"This is a excellent car to drive. I love my new SRT8. Hemi orange, 6.1 Hemi, Auto Stick, Kicker stereo system w/nav and Sirius sat radio. This is a must have for the car enthusiast.",The shifting and power are my favorite things about this retro style muscle car.,2008,dodge,challenger,5
20273,06/04/2009,DNC,"I was in a fairly bad crash with this car when another driver turned into me. The car was totaled but no one in my car was hurt, and judging from the damage someone in my car should have been. I am truly thankful that I drove a Versa.",,2007,nissan,versa,5
21478,06/06/2007,djk,"I bought this used with 9000 miles on it, still has a new car smell. Overall, this is a well-thought-out, practical yet fun car. It is versatile and safe too. I came from a V-6, but do not miss it at all. This 4cyl does the job nicely.","Hatchback design, safety, mileage, little touches.",2007,honda,fit,4
1312,06/17/2008,Frank,"I had a Town & Country and traded it in, it did not compare with the Sienna. I can't tell you how happy I am with the Sienna. The Sienna is nothing but class and a good looking car. I wish I had gotten it sooner.",The looks are a favorite and long with the leather and dash lights in the blue color.,2008,toyota,sienna,5
22475,07/12/2008,Land of Zia,"I went looking in Sept of '06 looking for a Vue but the Aura XE was love at first sight. This awesome driving experience is something to look forward to every day. The 3.5L V6 performs most superiorly to its counterparts from Japan and Europe. When driving conservatively on the highway I could achieve economy in the mid 30's. A great joy to drive; economy and powerful performance plus ample amenities for an excellent price of only $22K. The Saturn Aura should alert educated buyers of the excellence and perfection that a roadster can be. If you are an import zealot, how sad to forego the experience of driving a real car for an inferior one. VW, Honda, Toyota and Subaru; no comparison.",Wind eliminator when the sunroof is open and performance but the surprising fuel economy for a V6 most of all.,2007,saturn,aura,5
15287,03/15/2007,cpwray,"I am a freeway/open road driver from a more rural area. Seldom (to never) are we in a rush hour crawl. The Yaris posts near hybrid fuel efficiency with out the hybrid's price tag. Power windows, locks and cruise control and fairly good CD sound along with power steering and A/C make this economy model more pleasurable than the economy models of 3 and 4 years ago. I am six-three 230 lbs and enjoy riding in and driving this car. My family has four Toyotas and I do not fit in my daughter's Corolla. The Yaris is a different story: it has better interior room.","By putting the Yaris in service I've reduced my greenhouse gas emissions by 55% over my previous ride. I am not ""saving the environment"" by any means but I might be destroying it at a significantly slower pace.",2007,toyota,yaris,4
11096,01/28/2008,MEP,"When I test drove the CX-7 Sport, I liked the car; however, after I purchased it and drove it for a longer period of time, I was not please with the rough ride. I was having second thoughts about this vehicle. Now, after owning the SUV for a month, I'm loving this SUV. I originally started out to purchase the Nissan Maxima until I saw this vehicle on the highway. It's roomy, the handling and braking is great, and I have gotten use to the ride.","I got the Black Cherry Mica (sexy color) and can't complain about the options (nav, moonroof, Sirrus, 6-disc CD, backup camera, auto start). I like the get up and go with this vehicle although I still don't understand the purpose of the manual shift.",2008,mazda,cx-7,4
4579,04/21/2009,kls,"Overall we love our Honda Civic. It has been a good durable car that is good on gas mileage. However, for those of you who live in frigid areas... buyer beware. From groggy starts to a slowly warming engine to poor traction on ice and snow... winter will be a bit of a challenge.","Durability, sound engine, smooth transmission, good gas mileage.",2008,honda,civic,3
13742,06/02/2008,TonyC,"Very impressed with ride.Good visibility. Still running on our 1st free tank of gas. Mileage seems to be OK so far.Purchased 08 black rwd ltd with all the bells & whistles.We looked at all comp vehicles,nothing could touch the Liberty. Glad Jeep brought back the old Jeep line.","Auto rear window, My Gig Navigation",2008,jeep,liberty,4
4678,03/25/2008,Turbo Lover,"This is my third BMW and the best one by far. The 335i moves off the line so quick you'd swear you were in a M3 or better? My last car was a 2005 330ci with the M sport package on it and I didn't think anything would rival the driving prowess of that car. Well, I was wrong! I strongly agree with one of the other reviews written earlier - this car is underrated! If you want speed coupled with amazing handling then don't look any further.","The ENGINE! The ENGINE! Oh ya, one more thing - The ENGINE!",2008,bmw,3 series,5
15624,04/16/2007,Thomas,This SUV has great style both inside and out. This a a great car if you have one or two kids and the dog. It's actually less than advertised in the city and pertty good in the hwy. I just think it really lacks on pick up. It needs more power. Would have been great in a V6.,The comfort and design makes it a nice ride.,2007,honda,cr-v,4
22910,03/30/2007,MLS,"I love the G35x w/ the 306HP it's great, however the MPG hasn't been over 20 MPG since I got it. Infiniti advertised 19/26 it's more like 13/18 and that's not good.",,2007,infiniti,g35,4
11948,02/18/2008,white knight,"I just purchased this truck within the past week so please keep this in mind when reviewing this score. This is an impressive truck with a quiet and smooth ride (could feel no vibration from the 4cylinder engine). this is a 4x2, with manual 5 speed tranny. Shifts smoothly. Great outward visibility. As soon as the artic conditions moderate here I plan to drive this vehicle a lot. Right now truck and I are hibernating. I will review this truck once a year.","Manual transmission, a/c, and cruise control. High sitting position with good view. AM/FM, CD radio.",2008,nissan,frontier,4
21613,07/29/2006,pat,"This car is easy to drive and comfortable. The outside appears small, though the inside, trunk included, is spacious. The engine is simple and strong and all seats recline. Good for girls and good for guys. (Look for the blue, it is a nice color, really cool.)",,2007,honda,fit,4
17605,06/26/2007,Val,"Hard to beat for under 20K. Really, name something as loaded, refined and reliable (as Toyota) for the same price. So far, loving it: put a nav system into the double din - the cover is awesome, less tempting for thieves! Solid as a vault, decent handling, moderate power from 4cyl, averaging around 27 mpg on combination of spirited city driving and 90 mph+ highway cruising.","Panoramic roof, double din radio space, hatchback, reclining back seats!",2007,scion,tc,5
2985,06/28/2008,Donna,I've had the OUTLANDER long enough to put 6500 miles on it. I love the getup and go it has. Love the handling and the comfort it offers. The center armrest isn't very workable and the driver's side cup holder next to the window broke the first time my knee hit it. I've had a big problem with the steering wheel locking up. This is Saturday night and I'm stuck at the house because the steering wheels locked and I cannot get it to unlock.,Sound system and power coming from the six cyl engine.,2008,mitsubishi,outlander,4
7398,11/29/2008,Melissa,So far the vehicle has been a great town and city cruiser out with friends. Love the center console and rear console for second and third row passengers. Love ride quality,"XM radio, reclining second and third row seats. DVD entertainment system",2008,saturn,outlook,4
3062,11/23/2007,jimbo,For the past 9 years I have had an ML320 and was persuaded to trade it on a new Lexus. So I get the RX 350 and all I can say about it is that the fit and finish are great. For the rated horsepower it seems to underperform. I was used to a car that was much heavier with a lower horsepower rating that outperformed this dog. All I can say about the handling is that it reminds me of an old man car like the old Buick LaSabre. Very boring and no feel of the road. If you own an M Class hold on to it and treasure it.,The power rear hatch... the only power on this dog.,2008,lexus,rx 350,2
1991,05/03/2008,joesp8,"We love our first new van EXL with DVD. The interior was very well designed, very spacious, and very comfortable and room. Not so crazy about the gas mileage but still better than our old SUV.","Favorite features: power doors, entertainment and sound system, DRL, storage seat, headlights, and moonroof.",2008,honda,odyssey,4
871,08/24/2007,initial skeptic,"For years, I've stayed away from the Vette because of poor quality interior and poor feedback response. I've owned a S2000, 350z (modified twin turbo), Audi S4, and Lexus SC430. I can honestly say I'm impressed with every aspect of the care especially the great handling and daily livability. Feedback response is not as crisp as the S2000, but its good enough to instill confidence. The interior is so much better now, it feels like a luxury sports car (on-star, turn-by- turn navigation, radio frequency keyless entry/start, coach-like leather, and tactile sensation of each dial/button, phone). Every day, I find something more to like and I'm a hard person to please when it comes to details",The V8 exhaust tone with the new exhaust and all the standard luxury items. Daily drivability with extreme performance.,2008,chevrolet,corvette,4
13587,11/20/2007,jack,"Totally surprised with the snap that this 4 cylinder engine has. Wife feels very safe in this car; have been in pickups the past 10 yrs and ready to downsize. Toyota quality and reliability brought me to the car; retiring next year and this is the sensible solution to fuel economy for a non hybrid. Plenty of nooks and crannies to put things, net assembly and cargo cover have out of the way place for storing. This car gets there now, no problem getting up to and over speed limits; runs so quite and handles so well you can be up to 80 mph before you realize it. I'm a big guy and the driver side is roomy and comfortable, selected the liqui-cell leather seats for my disabled lower back.","Style, handling, Barcelona Red (candy apple red for us old guys) paint, roominess, quietness from road noise, unable to hear engine. A lot of research went into decision for new car and this is right choice for us.",2008,toyota,rav4,4
5327,01/01/2008,Matthew,"This car is a blast, love the six speed manual. Window snug up feature sticks in cold weather and can be a pain during frezing rain trying to warm up the vehicle as the interior gets wet. I test drove the BMW 3 convertible and was sold on the Eos due to the year round drivability and the difference of 12k in price for less features than the Eos. I got the iPod adaptor and 17 inch wheels, both worth the upgrade charge. Needs blue tooth capability and HD radio, cruise control is hard to see while driving making it hard to use. But I do love this car.",Sun roof option with hard top convertible.,2008,volkswagen,eos,4
22635,01/23/2007,WestGrover,"I have been driving my Prius for 2 months and it is by far the best car (out of 8 that I have owned) I have owned. I'm averaging 47.5 mpg - 75% highway, 25% city - I was expecting low 40s so I am thrilled. I have been impressed with the pickup and interior room.","Hybrid engine, mileage, steering wheel controls, Bluetooth cell phone.",2007,toyota,prius,4
16095,04/20/2008,MattAllen10S,It rocks!! Nothing else to say. OK Maybe a little more. I wish it had a little more pickup but it doesn't need it. The interior does scratch easily but it is beautiful.,Love it all.,2007,jeep,wrangler,5
6654,06/23/2008,ED,"I have about 2000 miles on this car and it has never given me a single problem, the Nissan seal of approval really means something, it means you're getting a quality car! Love the CVT, love downshifting! People think I have a sound system when it's just the stock system that came with the car! A/C is really great! I get about 32 MPG highway and about 26 MPG city! Love the keyless entry, has a huge trunk I can fit anything in it. Love the new design and the new taillights.","CVT, sound system, new headlights, trunk space, MP3 jack, MPG, new design, just everything about this car!",2008,nissan,altima,5
8707,05/15/2008,jgrau,"First time Ford buyer. Loved the looks, the comfort, the performance. Sat in other SUV's including Lincoln and Lexus, no difference. I actually liked the Edge better. After 1,000 miles, I like it even more. Who knew I would become a Ford believer. What a solid vehicle!","Performance, appearance, comfort, quietness.",2008,ford,edge,4
8518,04/29/2008,me,"Just got the 535i with premium, sport, premium audio, hd radio, ipod, satellite. The car is really fun to drive, the handling is incredible. I like the iDrive, it adds a little mystery and class to the car. But I received the car with a non function sos system. I have to return to dealer and have it fixed. I hope this the only thing that goes wrong","Speed, handling, quiet, technology",2008,bmw,5 series,4
12145,01/04/2008,Will,"We purchased the vehicle a week ago. The engineering is very good, amazing to think they could pack in as much in such a small vehicle. I was concerned about the gas mileage but now after about 600+ miles seem to be averaging 21 to 22+ mpg. It is fast and if you drive it like a race car it will only get 16 to 17 I am sure. I still have not had a chance to read all of the instructional info but believe once I figure it out it will be a blessing. The hands free blue tooth is great. The leather and interior is as nice as Mercedes and more higher end cars. My wife had some problems with the smart key etc. in her first foray driving about 400 miles. She got pulled over going over 80 mph.",Our other vehicle is a 2000 4x4 Suburban and we have a family of 5. So we were looking for a good gas mileage 2nd car that could tow 5000 lbs and that we could all travel in comfortably without breaking the bank on fill ups. This car does everything.,2008,toyota,highlander,4
19343,02/03/2007,J.D.,"Great car for the money. Four doors, an auto, and over 30 mpg with Honda reliability. This car is everything a family needs -- up to three children. Also, the total ownership cost is minimal.","I love where the speedometer is located. The engine area is almost idiot proof with the colored handles and caps for oil, water, washer fluid, etc. The seat and steering wheel adjust perfectly so I don't feel like an overstretched monkey behind the wheel. Perfect 5-speed auto.",2007,honda,civic,4
4589,02/19/2009,M_Honda,"So far a good car (6k miles already), engine is powerful for a small car! Noise on highways better than earlier models. However shifting in lower gears is kinda rough, more of an annoyance than anything!","Great gas mileage, sleek design, cool dash, enough legroom",2008,honda,civic,4
15248,06/16/2007,DolphinRyan39,"The Toyota Yaris S Sedan is a stylish, reliable, and fuel economic vehicle. For all it has to offer, along with it's highly reasonable price, I recommend it to anyone.","The body kit on the S Sedan is very nice, helping to bring out the contours of the vehicle.",2007,toyota,yaris,5
14944,08/08/2006,Chad,My wife has always said she loved spyders and pushed me to get one until I finally gave up. I was driving by when I saw the 2007 Eclipse and decided to stop. I fell in love with this car as soon as I sat in it. I took it home to the wife and she was in complete shock that I broke down and got it! Riding around town with the top down is just great and this car will turn heads!,Everything is very sporty. It has a fun enjoyable ride and a great sound system to go along with everything.,2007,mitsubishi,eclipse spyder,5
