,TEXT,label
1249,"Great vehicle. Always thought CR-V was a good vehicle, but felt the styling on the old ones were a little bit to unrefined for someone my age (mid 40's). Good power for a 4 cylinder. Fuel efficiency has not been as good as claimed (i average 25 mpg and I do about 50/50 highway/city driving). No other vehicle in this class is as practical and as good a value. Similarly equipped RAV4 would have cost me 26,000 as opposed to 23,000. Sure the Rav4 offers V6 and 3rd row seating, but why would anyone look for those things in a small SUV??? and a Rav4 equipped with those things exceeds 30,000(you can get a larger midsize SUV for that price, such as the Honda Pilot)",4
1250,"Not exactly the low-cost of ownership vehicle advertised. I just had to replace brake pads @ 9,900 miles to the tune of $270 out of pocket. I've owned many new cars in my lifetime and never replaced pads under 10k miles. This was a disappointing experience, so I have written a letter to American Honda. There are other similar complaint visible on the web. Honda needs to make improvements to the brake pad materials. Other than this, the car is comfortable, fun to drive and fuel efficient.",1
1251,I traded in an 02 Nissan Altima for the Maxima. I absolutely love it! It's very stylish and fun to drive.,3
1252,"I have had 40 cars in the past 25 years, but this is one of the best! The new GL Class is my 7th MB and the best one to date. Power is smooth and responsive, steering is fluid, sight lines are not restricted. My two complaints are the braking, which is touchy and not fluid, and the seats. The seats could use a deeper bottom cushion for your legs, a la the '07 S Class. I do have the multi contour option which helps, but doesn't solve the problem. Gas mileage is good, reaching about 18-19 on the highway. Interior space is roomy and silent! Air suspension eats up the bumps, too! Barring some lower back pain on long trips, this is the truck for you if you want to haul, be it kids, or cargo",4
1253,"I purchased tc in may 2007. It is the release series 3.0 #737 of 2500 produced.$21,000.00 price tag. All options, except for the standard 5- speed manual trans. Added trd lowering springs, short throw shifter, anti-sway bars, strut brace, exhaust for additional $2000.00. Now my $23,000.00 investment feels like 30 grand. If there is something you don't like, just adjust to your application.",3
1254,"Overall, it's a great car. Already over 1000 miles on it. Works like a champ and drives great. Be sure to buy it without PAX/Runflats. We waited for '08 so we could get normal all season radials. Went through Costco buying program, cost $37,500 (500 over invoice)",3
1255,"This vehicle is built strictly for off-road application. Don't buy it for the city use or for home-office commute. To park this car in the city is impossible task and this is not because of physical dimensions. It has too many blind spots, you always concern you might hit somebody. The backseat is not adjustable and people on the back have very little space. Besides the backseat passengers might got trapped in case of accident with no way out. You will not be able to open door if the people in the front got disable.",2
1256,"I originally did not want to spend $46,000 for a car, but the upgrade from the 328 to the 335 is definitly worth it. It is ten times faster, much more agile, and grip to the road is amazing. The Sport Package is also worth the money.",3
1257,"Have had it for a month and turns heads where ever I go. Great handling, great color (Rescue Green), quiet ride, top removal is easy. Fold down seats are awesome to be able travel with larger objects. Great for families now too. Only way could get one was if was family capable for car seat and stroller space. Qualifies as practical and fun. Can't wait for spring.",3
1258,"I looked for a very long time to get this car. I bought it with the Rockford stereo, which was a must, and complete with all the options. I was reluctant at first to buy any car with a 4 cylinder, but was very satisfied after driving mine. It did not take long to figure out that it has an amazing ride, as well as, all the power and handling anyone could ask for. This will not be my last Mitsubishi I promise you that.",3
1259,"This is not a bad car at all setting aside from numerous dealership visits within the 25k miles I have clocked with this vehicle. The engine is very smooth, quiet yet not as powerful as I would like, even with the manual transmission. The down points for this car is various suspension noises & horrible manual transmission/factory flywheel combo. At about 5000 miles, the manual transmission had to be replaced. Right after, various TSB's were performed for interior noises & passenger side front A-Pillar head air bag cover was replaced. Now I hear clanking in the suspension area when going over any type of bump or road imperfection. Also, interior plastic clips are getting loose which make noise.",1
1260,"This is my 3rd JGC, having traded in a 2005 JGC Laredo. Getting into an 08 JGC Overland with the 5.8L Hemi was awesome. The power and acceleration is amazing for an SUV. Gas Mileage so far is about 15 MPG in the city, not too bad for a big engine. Ext. looks are good, and the interior is sharp and refined. Lots of extras with the Nav, Sat. radio, Bluetooth, Back-up camera, etc. I chose this JGC over the Acura MDX because of what you get for the price. Dealer incentives made the JGC more affordable than the MDX. Plus I got the same or more bells and whistles and a vehicle that will leave the MDX,CX9, and RX in my dust. Great Truck!!",3
1261,"After owning sports cars for 26 years, Toyota Turbo Supra, Dodge Stealth R/S, I finally bought a practical vehicle (of course I kept the Stealth as well!). To my surprise the performance of my 2008 Xterra has been great, I've only lost about 1.5 seconds 0 to 60 (6.9 on timed track), handling is great and the fit and finish is wonderful. The 6 speed keeps it as a ""driver's"" SUV. My kids finally can fit comfortably and my over all mileage has been 22 MPG. It's a tough, beautiful performance SUV, I may just keep it forever.",4
1262,"Great car and value.Engine is a 1.8 liter 4 cylinder,5 spd at.Model is a 2008 EX has sunroof,driving lights all the extras except gps.Engine performance equal to most v-6 motors.Emergency brake lever not in a good location touches knee,Honda needs to relocate next time around.I get approx.36 mpg mostly highway miles,driving 60 mile round trips to and from work. I expect this to improve slightly over time.No mechanical problems and don't expect any.I would recommend the Civic to all without hesitation.",3
1263,"Purchased to replace a Land Rover on my 100 mile daily commute.I haven't had a car this small since I learned to drive way back in the day. She's not sexy, but that's the only discouraging word. I average 33 mpg consistently & change the oil every 5K with synthetic. This car's exceeded all my expectations. I was simply looking for a fuel saver aka $$ saver & I got a lot more!! Best value on the market for this type of vehicle IMHO.",4
1264,"I did a lot of research to see what new car I wanted to buy. I decided on the Impala. Had a 72 and loved it. After taking my time and looking around I finally bought the 08 Impala. But, am having touble with the brakes. Had them redone and the day after they were as bad if not worse then before I had them worked on. Pulsate when stopping and jerks me back and forth until stopped. The front axle seal had to be fixed was leaking. Had an emission sensor go out and fixed. OnStar is not working properly the dealership is reviewing the recall papers to see what needs to be fixed. Seats are very uncomfortable. Very disappointed. I did the research and got stuck. Oh, the glove box broke.",0
1265,"I love this car and I can personally vouch for the safety ratings. A month after I bought this car, I was in a head on collision. My daughter and husband were in the car and we walked away without a scratch. This car handles well, has lots of storage space and I get 33 mpg (combo of city and hwy). Not to mention, it looks better than the Corolla, Sentra, and Mazda 3. Honda's last forever and for the price, you can't find a better deal. Not to mention, the resale is better than any other.",4
1266,"I was going to buy a Ford Escape or a Ford Edge, but my son said to try the new Taurus. I bought the Taurus SEL FWD, which is almost 200 lbs lighter than the Limited AWD. The Taurus 3.5L V6 engine with its 263 HP is as fast as my old 2004 Marauder with its V8 and 302 HP, but with 18/28 MPG! Its also just like a baby Lincoln. Probably the best sedan for the money around, considering its roominess, performance, handling, ride quality, quietness, and its build quality. I suffer from partial paralysis in my legs, so I need a car that I can get in&out of more easilty. The new Ford Command Seating allows me easy ingress/egress. I feel like a normal person again when I drive our new Taurus SEL!",4
1267,"I traded in a 2004 F-150 and got 2008 Limited Sort Trac, V8, 4X4, limited chrome and electronics. Ford couldn't have done a better job of putting a vehicle together. Great power anywhere you need it, I am am happy with my mileage compared to my F-150 V8 5.4. Getting 22mph on highway. Very smooth ride, If you're looking for something like this no other manufacturer can even come close to the quality and comfort of the Sport Trac.",4
1268,"I purchased the SLT 4x2, Black, oh what an eye catcher! The first week I took it to work I was in the parking lot during lunch every day, because my co- workers wanted to see it in and out. I even get people asking me to take them for a test ride in my SUV! It handles beautifully and my husband was so impressed on the handling of my Nitro he bought his two weeks later. I get between 22 and 27 miles per gallon (highway miles) city 19 miles per gallon). I have 4 grandchildren and I can ride all of them with comfort (no fighting). They love it! I am so glad I held out on purchasing a vehicle before the Nitro.",4
1269,"I bought the truck to pull our camper but I have not had the chance to do so. This will really tell me what I like and don't like. So far I have been very pleased with the truck. It is smooth and quiet. The sales person, Angie, was non pushy helping us pick out a vehicle that we would be happy with. We have been to the service department before with another Chevy we own and have been very pleased with their work. We will buy, if it's a Chevy, from this dealer again.",3
1270,I have had my lancer for 2 years now and I work at a GM dealership believe it or not. I love my lancer. I was surprised to see all the problems that people were having with paint chipping and noise in the cabin as I have not experienced any of these. I have the GTS with AWD and it handles absolutely beautiful on the snow here in upstate New York. I'm going to keep this car till it hits 200-300k. In the meantime I am buying a 2010 Camaro for a toy.,3
1271,"I bought my '07 Maxima new. Now have 50k miles on it in 2.5 years. Until 3 weeks ago only put oil in it and normal preventative maintenance like rotate tires and check fluids. Recently took it to the purchasing dealership service dept. and they say the CVT transmission is going bad. Luckily it is under warranty. (60k miles) I first noticed a light tapping noise at slow speed coming from the front end. Now three weeks later I am waiting on a new transmission to come in as they do not have re-manufactured ones because they are too new. Still runs, but the tapping noise is irritating. Did not pay the $$ I did to have it go bad. When working fine, the CVT is GREAT. Otherwise, I love the car.",3
1272,"I've had my Yaris for a little over a year and a half. Amazing gas mileage one of the things I love, it's got quite a lot of oomph when you want it. I think it's probably best as a tuner car. I don't recommend it as a family sedan though, unless you have snow tires on it, it slides everywhere in the winter, the car's too light for decent winter driving. Also I'm expecting and am very afraid to put my child in the car, I've seen them get totaled at 15 mph. As much as I do love this little car, I hate it at the same time, wish it was safer. As it stands with a little one on the way I'm searching for something else. It'll make me sad to see it go, but I gotta do what's best for my family.",2
1273,We sold out Mitsubishi Evolution in an effort to decrease our car payment and decrease our gas consumption. The civic seemed like the obvious winner in our minds. We wanted a bigger vehicle (Accord or Acura TL) but their real world gas mileage isn't that great. We settled with the smaller civic and are very happy. The leather is great and I'm sure the heated seats will be nice this winter. We started around 32-33 MPG and the last 2 tanks have been 35+. We drive 85% highway @ 80 MPH. The engine power isn't bad considering we live +7k feet elevation. It should be more than adequate everywhere else in the country. Maybe not as quick as the competitors (mazda3) but a great car!,3
1274,"Need car after 10 yrs w/Infiniti. Considered many others, 4 & 6 cyl. Avalon smoothest suspension & plenty of amenities; seems as if it's on Lexus LS platform, w/o the price or quite the cache-but also w/o premium gas requirement. Avg > 30 mpg on my first highway drive & overall ave. ~ 24.5 miles per gallon in mixed city and hwy driving. JBL 12 spkr very nice. Highly recommend.",3
1275,"We've only owned our 2007 Toyota Highlander for about 10 days but we love it. We ordered a Limited RAV4 months ago and got tired of waiting for that to arrive. We waited about 100 days after ordering, and were told that it might be 100 more days. We saw the Highlander -- hadn't really considered it because we drew the line on price and fuel efficiency previously in going with the RAV, but the price came down to the point we could afford it, and the gas mileage is acceptable, and the comfort is excellent. I'm a Toyota fan -- I drove a T-100 pickup to 230K miles with minimal expense. Although we're dissappointed with the non-availabiliy of the Limited RAV, it was a blessing in disguise --",3
1276,"This vehicle is one of the nicest 'Utility' vehicles that I've ever driven. It has a quiet and comfortable interior, and the suite of luxo-goodies doesn't hurt. The engine delivers power smoothly when requested. Handling is good and adds to the fun-factor, but the Edge is no sports car. It is heavy and, although the Edge maintains control, you feel that weight when you push the limits. Overall, a pleasure to drive. I appreciate its just-right size when compared to the larger boats like the GMC Acadia. With 800+ miles on mine, Mileage is OK at 19 MPG.",3
1277,"It rides very smooth. I enjoy the comfortable seats. I like all the extras! The wood grain center console and steering wheel are beautiful. I would like more storage available in the center console. I like that the vehicle uses 4 cylinders, until it needs the full 8. It helps with gas mileage.",3
1278,"Have driven Cadillacs for over 27 yrs, my last being a 2001 DHS. First Buick ever. My Buick Super is giving me excellent performance. No wind noise. Fuel economy is what is to be expected with a 292 HP Northstar engine, (20mpg city driving) and absolutely fun to drive. A great many options comes with this vehicle. I've also saved several thousand by buying the Buick over the Cadillac with just about all the same options. Completely satisified",3
1279,"Like most readers I've driven them all, but this one delivers a lot of bang for the buck. Does not handle like a 5 series, will not out accelerate a 550i, but it handles beautifully, is great on the road, and has an interior and audio system that puts the 5 series and E-Class to shame. Put that together with Acura's reputation for reliability and we have a BIG winner.",4
1280,Well - this is my 1st SUV. Was purchased pretty much for cross-country traveling. Rides much better than expected given that it is body-on-frame with a solid rear axle. Of course that is what gives the 4Runner true off-road capability which includes true 4-wheel LO with the ability to lock up the axles. Excellent tracking in rain and snow with at least a reasonable chance of getting out if you foul up and get stuck. Leather seats are comfortable and multi-adjustable. Good visibility and the LTD comes with a back-up camera that plays thru the nav system for a decent view behind you. Rear hatch closes electrically once you get close to avoid slamming. Not a rattle or a squeak,3
1281,"For the upper end of Impalas, this has been a real joke. The rattles and windshield leaks make you feel like you're watching an outdoor concert of bad music. Hit a pothole and OnStar wants to know if everyone in the car is OK--even though they think I'm about 80 miles from where I actually was . . . and they called back three times to verify that nothing was wrong. I listened to them more than the radio. Where do I find the fuse to kill that beast?",0
1282,"Drop dead gorgeous. Da Silva is a genius. This is my first Audi (but coincidentally, this is the 6th among my whole family). Almost bought the 3 series and then saw the A5 was coming out in the states. The outside is absolutely stunning, the inside design is beautiful but ridiculously comfortable. I drive 3 hours a day going to and from work and my commute couldn't be any more fun than it is now. Audi's made me a fan for life.",4
1283,First of all the only one i even considered is the mugen. Well why because i wont see hundreds of them on the road also because of the .92 g's on the skid-pad stereo rocks way better than what you think you would get for the money blows my 2008 vw r32 stereo out the water but let's get to business this car handles great. The eighteen inch mugen rims look awesome in the graphite look against the fiji blue paint which is by far the best color on the civic si. Great gas mileage so far about 27 mpg. Wonderful exhaust note especially when it hits vtec. About as fun as it can get for 28k which is a bit steep for any civic but i know the resale will be great go ahead buy one you will love it addictive,3
1284,"I picked up my new SR5 CrewMax yesterday. It is a gorgeous vehicle, Silver Sky exterior, with black leather interior. It seems to have very good road manners, tracks very straight and stops very straight. It is fast and very smooth, like a luxury sedan. It is also a big vehicle and you sit quite tall in the saddle. My truck is equipped with a lot of the extras that come standard on the CrewMax Limited, but my truck was $4300 less than a Limited, so I feel like I got a very good value for my money. The fit and finish are fantastic. It is the first vehicle I have ever owned where I can find no blemishes, interior or exterior.",3
1285,"We have a need for a vehicle capable of towing a travel trailer, and carrying cargo as well as people. The vehicle will also be used for deer and elk hunting, as well trips to the airport with passengers and luggage. This new Yukon XL SLT, fills the bill.",2
1286,"I have owned 4 jeeps similar to this one. The jk has the smoothest ride so far. All the nice things in the ""S"" package are great. I was really shocked about the drips and wind noise- -the worst ever. But my local jeep dealer in Clarion, PA fixed the problems.",3
1287,"My 2000 Honda Civic was stolen and completely stripped and I was forced to purchase a new vehicle. I looked at the Chevy Aveo, the Nissan Versa, the Honda Fit, and the Yaris. The Yaris was the most affordable and I was able to get the options I wanted (i.e. alarm, car starter, ABS, power package). I enjoy driving this car and it is very comfortable for me. The only thing is, this little car can be quite noisy when switching gears and the ABS feel a bit ""mushy"" for a lack of a better word. I have 1,300 miles on my car right now and I am concerned I need to have the brakes checked. People have said that I am just use to a Honda which is a much quieter car with smoother braking.",3
1288,"I bought this car the same week the 2007 was available. It drives well, better than a Yaris. Its cheaper than a HONDA civic, its cheaper than the ALTIMA. Think about it this way, if you are in the market to buy a car that you need to use for your family and for traveling to work back and forth this thing is AMAZING! acceleration is good, fuel economy is great, if i had to give this car a grade on a scale of 1 - 10, it would be a 9.8 for sure.",4
1289,"This is my 4th Lexus and my first LS and it won't be my last. This is a true work of art and a brilliant machine. The car rockets from zero to 60, opens up and is cruise-like at 70 MPH plus. The ride is so quiet and serene it is easy to forget you are actually in a car even at high speeds. The LS is unbelievably quiet even at all speeds & in the city. Even driving at 50 MPH with the sun roof open is quieter than most vehicle with a closed sunroof. The interior is impeccable and is likely nicer than many living rooms you will encounter. The car surrounds you in luxury at every turn from the plush heated/vented seats and roomy feel to the easy to reach controls and tech features. Overall a gem.",4
1290,"I first saw a smart car in Rome were they were everywhere and immediately decided that when they/if they came to US, I would buy one. I am retired and only need a car for errands and short drives within a smallish town (Santa Cruz, CA). This is the perfect size for me, easy to park, fun to drive, good visibility, safe if anyone runs into me, and the heated leather seats are a bonus. Once I got used to the transmission, it is fine as long as you use manual mode and not auto. I have only had it for 2 weeks but I have not found any downsides to it yet.",3
1291,"This car is just OK, but not comfortable at all. Very small trunk, can't fit a small suitcase. Very hard to take anything out of the trunk. Heating does not work well.",2
1292,"Love this FX35! This replaced the Volvo XC90 as I have safety, stored the Carrera as I have the power, performance and fun, gave the MDX to hubby, as I have the comfort, style and loaded features all in one car!! Handles like a dream, very comfy, beautiful as all get out! Love all the bells and whistles moreover the price.. not bad. Wish MPG was better however I won't compromise its performance. I wish I can keep this car a secret but people are catching on! This is the sports package of a BMW M for SUVs with the safety rep of a Volvo for us soccer moms!",4
1293,"I read all of the guru's comments as well as consumers. Believe the CONSUMERS. I own BMW's, Hummers2's,Cadillacs,Corvettes and now a GREAT Suzuki XL7. While being a low cost vehicle I purchased one, and found it to be exciting to drive with 33mpg hwy first time driven with exciting performance! Comfortable ride,roomy,and one of the best buy vehicles in the market. The warranty is second to none, and you will be pleased with the cost of purchase too! Sometimes the guru's compare to many cars to really understand what people are looking for. And try and compare apples and oranges. BUY ONE",4
1294,"I bought this vehicle as a family vehicle for my daughter and I. It has met all of our needs. Interior is comfortable. Exterior is an attractive, sleek design. Turning radius is not the greatest. Factory headlights are not as bright as the headlights in my Ranger were. The back glass rattles. I agree with the post indicating that the water from teh wiper blades blows right inside when the window is down. Never had that happen before in any other vehicle. Lower gas mileage than I was told at teh dealership. But those are teh only negatives. Everything else about the vehicle is a positive. Most reliable vehicle I have ever had.",4
1295,"I've only had it a couple of days but I am really happy I purchased it. Holds my kids and all our junk. Comfortable seats and driving position. Enough power for passing. Much quieter than 04 CR-V and 98 Camry. Haven't used SYNC yet, but will soon. I'm adding a trailer hitch for light towing (Only rated for 2000lbs). Good looking interior. First American car I've ever had, owned VW, Honda, Nissan, Mazda, and Toyota. I hope it hold up well.",3
1296,"My husband and I love our new X3. We were originally going to go with the Volvo XC90, but after test driving the X3, we loved it. It handles better than the XC90 and it's cheaper.",3
1297,By far this is the best SUV on the market not just for the buck but for the features. So much interior room. The platinum edition feels like owning a Lexus with out the huge payment.,4
1298,"I researched this vehicle before buying and found that all but one were great ratings. The one bad stated that he had electrical problems from the very beginning. Well, I am the second. After only 10 months, the alarm would trigger when ever I unlocked and opened the door. They replaced a circuit card. Then, the steering wheel would not tilt. They replaced the switch twice and then the steering column. Then it would not tilt nor telescope so they replaced a circuit card. Three weeks later, it's doing it again. The DVD volume is much louder than the radio and they can't fix it. The fan under the hood is very loud sometimes. I am getting lots of rattles and wind noise now.",1
1299,I purchased my 2008 Acura TL Type S in April. 4 months later I am still very happy. Excellent acceleration and the gas mileage is surprisingly good. I've been averaging 27 mpg with city/hwy combined. Luxury and sport nicely combined. The TL offers more leg room for rear passengers than the IS 250 and G35. I wish the back seats were capable of folding down for my random stops at Lowes and Home Depot. The doors are hard to keep open while exiting but I will survive.,3
1300,"My wife previously drove a Jeep Liberty. She loved that Jeep, but we were running out of space. We shopped around for minivans. The Hyundai was the only one she said she would give up her Jeep for. We like everyting about this van. The engine has great power, the seats are comfortable, very quiet on the road with very little wind noise on the highway, and a awesome stereo system. Three zone climate control is great too. Fit and finish was what was the desiding factor between this and an Odyssey. The new Odyssey's interiors looked and felt cheeper. Entourages fit and finish is unsurpassed. Two things the Honda has over this: VCM (better mpg) and a more refined transmission.",3
1301,"I love my new CX-9. I had no intention of buying a Mazda - stumbled on the CX-9 by chance. This car handles better than any competitive model I drove. The interior styling and features are very well thought out. The car is so functional - my car is loaded with navigation, Bluetooth phone capability, iPod connection, dual climate controls, etc. Because the spare tire is under the car, versus in the trunk, the third row seats easily fold flat with the tug of a strap and one smooth movement. And the bonus, there is plenty of leg room for the passengers in the third row.",3
1302,"I had a choice between going with 07 SEL w/ leather & spoiler and a 08 SE for the same price. I went with the 08 SE since it had better safety ratings. The car is beautiful on the outside and inside. The only few points off is: 1) the plastic inside look somewhat cheap, especially noticeable at the fan grilles. 2) the phone bluetooth button does not work without sync, which I did not know otherwise I would have bought a model with sync. (I never asked) The maintenance is nice, oil schedule is every 7500 which is a plus from every 3000 miles that I'm used to. The car handles and rides very smoothly. It's power output is definitely better than our other 4cyl Saturn.",3
1303,I just bought a Fit in April. It is not only the best small car I've every owned. It's the best car I've ever owned. The interior is roomy and does not fill like you are in a sub compact vehicle. The performance that Honda gets out of it's 1.5 liter engine is amazing. I can also haul things in this vehicle that I had trouble hauling in my Chevy Impala. Thank You Honda for a great vehicle.,4
1304,"I'm still on the first tank of gas on my Elantra SE, but so far I'm very pleased with it. Rides very well on city streets and highway. Feels bigger than my Mazda3, but not as big and floaty as a Sonata. It's the perfect size for myself and my family. Pickup is good and gas mileage is in the high 20s on the first tank - sure to get even better with time. Very high-quality interior, though I wish it were a lighter gray (it's a nearly-black charcoal gray interior). A much better car than the previous-generation Elantra.",3
1305,"We bought this car to replace a 2000 Honda Accord sedan. Terrible car. The Honda's transmission cratered at 84k, which is NOT what you expect from these manufacturers. It left her and my kids stranded three times with its unreliability. Thanks Honda. 
This is my wife's car. The one primarily used for kid transport, groceries, errands, and such. Where we live, it's 50 miles to Walmart, Our Tahoe has been the trip vehicle. Well, that may change now with this car. 
We brought the 2007 Accord to the Nissan dealership to compare them side by side, and the Nissan won, hands down. Many more features, better looks, more comfort. Wife loved the car. If Momma's happy...",3
1306,"Plenty fast enough for daily driving, gives me an average of 33 mpg at 75 mph cruise control on long drives. It's not necessarily ""sporty"" compared to actual sports cars. It has stone hard economy tires and a soft luxury suspension. So take it for what it's worth or upgrade your tires and suspension. Looks are subjective but I still think it looks nicer than most cars even after the 4 years it's been in production.",3
1307,"4 months of owership now and am quite pleased with the car. In my review in 06/08 I mentioned I went from a Focus hatchback to the Escape since Ford discontinued the hatch, why? ask Ford, it was a great auto. The 4 cyl. is not for you if you like 0-60 in record time. It will get you to interstate speeds but not in a hurry, just fine for me. Cruises along very nicely. Cruise control smooth. Electric PS great. Lots of storage, cavernous with the back seat flat. 24+ MPG around town with AC. Seats I had described as a bit hard are now quite comfortable. Still miss a telescoping steering wheel but power driver seat gives a satisfactory position. All controls illuminated in blue at night, excellent.",3
1308,"Bought one. The day after buying my van, my wife and self made a 350 miles trip. We had a tire flat that could not be repaired. Being on Sunday all dealerships were closed. We found a retail store that sold the replacement tire, but was told that no tires were available(17"" wheel) from the factory. All available tires were used for the 2008 vans. We had to get a hotel room, to wait for a dealership to open(missing a day from work). The dealership was unable to get a new tire, but they found an old tire off a used vehicle. we were finally able to get home. While returning from a second trip the multifunction switch controlling the wipers and high beams went out(the wipers could not be turn off)",2
1309,"I've owned my 2008 Liberty for over 3 months now. Consumer Reports does no justice for the Jeep. The ride is great, smooth and comfortable. Interior is well fit together. This Jeep is great for traveling, camping and just getting around. Gas mileage could be better. Sticker range is 16- 22 but I get 18-24. Consumer Reports also says that the engine is week and difficult to pass on the open road. Found that NOT to be true at all. I'd recommend this over most in it's class.",3
1310,"I have posted when I first bought this car. Mostly all positive. Still a good car, but I will not buy another. I drive hard (80 to 85 mph) on the highway as my commute is 70 miles round trip to work. My mileage is average 28 mpg which is ok. Things that disappoint me.. 1-a/c in glovebox, but no light. 2-can not open drivers door and lock from inside (without key). 3-can not sit in the dark with only radio lights on. All lights including bright driving lights will be on. 4-hatch lock locks on its own free will (when your not ready) 5-outlet and mp3 jack in glovebox (useless location) 6-no quick release to let seat down. The twist knob is poor choice, as I like to lean back. 7-expensive maintenance.",3
1311,"Just purchased and have 6000 miles so far. The car is everything I expected. Test drove MB, Infiniti, and Acura. Silky smooth, quiet, powerful, and comfortable all describe this car. Even the exterior design and look has compelled onlookers to offer favorable compliments. It's not one thing in a Lexus, it's the total package thats makes it a great buy.",3
1312,"Overall I really like my new purchase of the Toyota Yaris. The interior could have a few more features, like a temperature gauge and other normal stats. Its small compared to the average American vehicle, which makes it extremely easy to parallel park in smaller spots and to maneuver around things. It'd be nice to have some faster acceleration, but I guess thats just a trade-off for a car with good gas mileage.",3
1313,"Merry Christmas, my husband surprised me on christmas with this wonderful vehicle. Its been a week now, love the drive, the beauty of the vehicle. Negatives: based upon the cost, beauty and name alone - this vehicle should come with a much better sound systems, softer leather seats, and among all things the rear backing feature (this feature is standard in the Nissan Murano) where you can view backing up without having the standard navigational system. I love Lexus vehicles, this is our 3rd lexus - first SUV. Would I trade it for something else??? NAWW.... Though the new Acura MDX did catch my eye!",3
1314,"This is the 3rd Hyundai I have owned since 1999. The first 2 were great cars. I got the GLS 4 cylinder with the 5 speed manual trans. Even though this is the cheapest model it still comes with all the safety features as standard. The car drives great, quiet and smooth. Very comfortable and roomy. I am getting 32 MPG with this car, I guess the 5 speed helps here. I averaged 35 MPG with my much smaller Elantra. This is excellent economy for such a large car. Pretty quick for a four cylinder too. I love the stereo, burned a CD with 125 MP3's and the stereo played them perfectly. Just a great value in a mid size car.",3
1315,Just bought it and am very pleased with our choice. On the first trip bringing it home we got 40 mpg with Canadian gallons. The 2.7 liters have enough snap and yet holds onto the economy. The visibility is great. The interior is bright and easy to enter and exit. The controls are convenient and easy to understand. Having gone from a Jeep Grand Cherokee to the Sebring we had some reservations but to this date we made the right decision.,3
1316,"Just bought the 2008 SE Armada last week and love every driving minute. Interior is big and roomy, with lots of quality features. Exterior is bold and brawny, turning many heads with each passer by. Wife loves the security of transporting kids in such a safe vehicle. Previous to this purchase, we owned 2005 Pathfinder and never had a single issue.",3
1317,"The GPX is amazing! This is the first roadster that I have owned and I am very happy with my choice. The Solstice is the only car that I have been able to drive comfortably. I am a large person (6 ft 325 lbs) with a very long torso. Other cars I have looked at did not have the hip room and head room that I needed. The Solstice has both. One other car I looked at had so little room, I looked OVER the windshield when seated in the car and I could not close the door because it hit my leg. Other than being very comfortable in the Solstice, it is really fun to drive. Other reviews complain about the meager trunk space, all I can to say is this car was only meant for hauling - well you know!!",3
1318,"If money were no object, some relatively minor improvments would make the Aveo a contender. So, for the price paid ($10,400 brand new off the lot!), this car was a fantastic deal. Since new, and now with 11,000 miles, only two minor problems: a tire pressure sensor went on one wheel. No biggie. This was repaired by the dealer with no issues. Developed a front-end shudder due to improper lug torque on both front wheels. Again, an easy fix. Design and build quality is excellent. Seams are even and tight. Not a squeak or rattle has developed. Motor remains perky and trouble-free (easy starts, no stalls). There is a buzz in the gas pedal over 60 mph, but have learned to deal with it.",3
1319,"We absolutely luv to drive our Tribeca. Have taken on two long trips and will not give up the wheel. Visually styling is distinct and pleasing. Interior cockpit feels young and vibrant. Exterior side and rear view especially is downright cool. No issues thus far in 16K miles except Nav system freeze up, but replaced immediatly. Mechanically sound as Lexus or Acura.",3
1320,"Our problems began after 4 months and less than 3000 miles when a p.s. hose burst on Jan 21/08. Dealer said it was probably water in the p.s. hose that froze and burst the line! No hoses available in N.A. so dealer finally stripped a new vehicle to get us going after a week. Second p.s. hose burst Feb. 13 causing smoke and fumes to enter our vehicle while driving! P.S. hose replaced again. Feb 21, 3rd hose ruptures, radiator is leaking antifreeze, transmission leaking oil and various electrical problems occurring. Still waiting on parts and without the use of our Vue for almost 2 months . Dealer does not know what is causing the problems. We are very very disappointed with this vehicle.",0
1321,"The RL is a magnificent machine, and far and away the best value in its class. It is cram packed with cool technology and the AWD delivers amazing handling in all kinds of weather. Fit and finish are supurb. This car puts a smile on my face every day on the way to work each morning and tempts me to take the ""long way"" home each night. Highly recommended.",4
1322,This is a great riding vehicle with good space. I love the amenities and that it uses regular gas. The transmission stinks. It's always searching and you have to tromp it just to keep up with rural traffic but on the highway it's fine. Gas mileage has been 14mpg commuting and 22mpg on the highway. It is a very quiet riding vehicle though.,3
1323,My Rondo is so nice to drive and it is great to not be a mini van mom any longer but still have the room. I will miss the cargo room though that my van had if we have 7 passengers. When it is just the four of us and the dog we are comfortable for a long trip.,3
1324,"This car is amazing! Style, performance, and quality are all 10. The 4cyl turbo is great, plenty of kick to it. Peformance and economy, my last fill up was averaged at 30mpg. I was hesitant to purchase an automatic, what's the fun of a sports car that you can't shift? However, the paddle shifters are a lot of fun, and make up for a spouse that can't drive stick. The top drops smooth and speedy. Nice to be able to put it up or down when moving. The launch control feature is a blast! It will light the tires up like it had 400 horses under the hood. Great in the snow as FWD only.",3
